textID,text
bb914db7f3,I have a sore tummy
a9b8e03672,will sleep in a while. still mourning the adobo he cooked.  http://plurk.com/p/x12gf
da9b0c9767, I spell my name alyson too! Aly for short! We spell it the best
c774e791ab,Ugh.  Las #vegas airport is at a 'ground stop' which means I`m stuck in the plane on the tarmac (again) at LAX.
6012f93c50," I don`t even want to know WHY you know about VHEMT, but don`t go - we`d miss you"
77f30fbea3, AHhh FCUKKK...i missed out AGAIN  You must fill me in with the deetZ...see you tonight?!?!!
59e6f3eeff,I hate today.
8ca5ce7e78, Thanks too
4cbf95b4e2,Happy Mothers Day! allergies are ****. Oh and I hope Miller has a better day too
777e9e8289,says I LOVE YOU MOM  http://plurk.com/p/svm0w
1c6bd2b82f, loadsa shizze has happend  IM SO UPSET..
4f9387cb50,havent been on here in ages  sorry twitter.. tweetdeck is broken
d688e44ab7,can`t wait to make that call tomorrow. gotta keep moving forward!
482fb09240,I wish the sun would shine. but it won`t
aad8997372,good 1km visible shot of TD one shows total decoupling of the low and mid level centers....this system is DEAD!! Waiting for the next one
af6b3c59d5,i have had the worst headache ever in the history of worst headaches today!  man i hate those!
086eb216aa," nah, he was acting like a **** - his show sucked last night"
acbc90fc39, YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!
dd9b29bc86, I agree! && I like the new pic!
793fae94bb, Yes! That sounds like a great idea. Message me on LJ about it
b6e75fc4df,just found out my friend`s dad passed away yesterday
d297bdeae3, ouch acid reflux hurt too...
1471fb17c6,hi to all twit friends  happy mother`s day to all the beautiful and amazing mothers out there
9c7cab107c, it feels like ages away! More than 5 months
a25c6ba0ea,My attempts at writing tonight seem to be failing.
4dbdcda357, man i cant go on sunday cause im helping out all day at the piano recital. this sucks
ee9c9c7e19, those photos are lovely! Who knew you were as talented a photographer as you are a journalist!
3fb2f8bda0,try to play John Travolta`s 'Grease Lightning' bassline.. it`s cool
b9de5cce2d,"Happiness comes from within...so the fact that it is a gray, rainy, Monday doesn`t bother me. Well, not too much."
f728386ac9, voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset
4561349aee, Sounds like a good five days
a841363ad3," Oh, don`t spoil my fun, lol"
c6dce36685, you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.
b2ee6c0ff9,rather excited about my hospital placement starting on monday. I get to give needles and take blood
eb0e2ed274,Bummed out I am missing a rock climbing trip next week
98a23ebae9, happy birthday man! my ride to the wedding  i`ll see you guys soon though. you play here JULY 27th!
64ddf74657,Digiqom welcomed new team members in the company today
f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.
6eb1feccee,_ I wish you were here NOWWW!!! grrrrrrr
318a0357db, I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn`t feed us
ff3432f875," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity"
89a112a6e7, u go to profile then ill help u from there cause ur right next to me!!! he he he
b2286aea10,_rockett i know! And he laughed at the stupid `women`s right`s` joke. Wth! Glad we have the same humor!
b717dc7e0e,zoita had a cardio apt. 2day. doc says her hole-in-the-heart hasn`t closed. she`ll need the surgery to close it http://ghurm.tumblr.com
e3993849ff,"Living down @ Alki without off-street parking BLOWS. 3:30p & there is no parking. Wkds are the worst, feel like a hostage."
08a28d24c9,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs"
7ee546c5d8,happy mothers day..
fdadb26d49, Thanks bro but I`m awake already  How are you?
283c1fd3d8,eating my tito`s home made ice cream  yum!
876c315516,Im going bed i dnt feel well as always
8681be6bf3,"this laptop is going to die, its not working!"
eb798a7ab5,Just woke up and feels so **** lazy  time to work out damnit!
744f6aba10,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing"
91c3b35d2b, Thanks and Cheers back at you.
bf8bf74559,_mit_glee It is confusing and flippin expensive
7a16f5e0d0, of course i really hope that this would be his real twitter page! that would be soo cool
54b357fb47," watched the standard dvd 3d version, no blu in UK yet, 3d effect was best I have seen on home system yet, **** in 3d"
8eb64ead0c, ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.
8f9ccfc5aa, so where r u spinning now that the Hookah is R.I.P.?
47fad4f4cd,had the BEST Italian meal EVER last night! twas godly! i thinks we may get our kitty cat today
e606fd5d6f," heh, you seem to have a complex about your iPhone jealousy. This self-denial is harmful! Just let it out."
63aedbe9fe,Goooooodmorning
94894860a7,HAPPY MOTHERS DAY  ASAP EVERYDAY!!!
07c5d24863,Haavent read the paper yet about the magic loss nor did i get to watch the game last night.... But i do know that we lost
bdaa1f8325,I really despair over the whole copyright situation http://bit.ly/yLY0I ~ being visually impaired means you don`t deserve to read  #sccr18
c70c228685,They just admitted my grandma to the hospital... Shes my only last one  please pray for her
f05097eb3c," I loves me some Jeff Lynne, and I do enjoy sitar work, but that was kinda weird. To each his own, I s`pose!"
443d30a0ba,_rc234 haha  yup. but still have a terrible headache and super swollen and puffy eyes! i dont think im going out today.ugh!
b31f326e68, How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!
ce3b37f60d,Happy Mothers Day! Will be going out later at 6 pm to watch a well renowned group of singers!
7e24aaac61,http://twitpic.com/6814w - So glad Sam is in a good mood
5d33106e80,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun
c7bf9d8b3b, Thanks hon. #Migraine went away then came back.
b27f4185d6,i miss my husband
6a6483f0b1,i need monies.  school is expensive.
a413fe693f," ah man, that`s sucks.  What happened to it that`s prompting a reinstall?"
c91053e95c, The John Lennon poster. My inner fan girl is dancing with joy.
d5499881e4,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.
a5f237b5f3,Oh why do I keep stumbling about deathfic WITHOUT WARNINGS. do not want
e47383e8a6,Seeing my brother graduate tomorrow. Should be fun.
955f1f1144,i loooooove bank holidays
77355a29b6,Complicated with a dream
5039bf5cc6,_creek No worries - thank google! There`s nothing you can`t find on there!
1e4a3213d0,ooh i feel so sleepy... its 10:24 a.m. and i dont wanna go to school 2day  but i have to...
5ed1b905f6, Defeated by a Polo
f5e6f22cea,"man, its weird, Mom`s cooking is giving me so much nutrition but also so much unladylike gas"
11e69edd6f,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat"
983d7b7aaa, Sis...I dont think I will be up 4 2nite sadly  Im in alot of pain 2day & had bad nite...can we go out anotha week soon?****
abfb47f0b8,i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:
67f107ee3c,Oh noes .... macbook hard disk has just died
34a6d1804f,Ha I got another #followfriday. take that ! oh... your listed too... thanks a lot  ya jerk.
e100a553e1,.. these holidays are soo boring..
65a6dfa4e4,Happy Mothers day to all you MI.. mothers out there.   Thanks for doing what you do .. whatever that is
a3f50ce6ea,"My guitar ain`t here yet?, feel like i lost a limb!."
641bc43223,im still devastated about manchester united losing the UCL final
f0c8b96db8,Sittin through this boring **** conference call... Then i get to go home n nap *{missin  alot  }*
ff31a70950,Got to go shopping with wife down to Tesco`s. I knew my day was going to well.
f665a93e47," Thanks, btw which men`s hairstyles are in right now? I`m growing my hair long  anyway hope you are having a good weekend!"
4e90230366, cool and aww
a25ea87900,well dnt really knw wot to do stay wit some 1 who doesnt want 2 b wiv me or move home to rents after 4yr of bein away
1fdeb9b5fb,congratulations penjiiii !!! Are we calling him soulja boy or mcbaby lol
d60b07133a, if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol
fa318ab83c,My blackberry is soon approaching her death
ac876ae0c5,"Back at it after a weekend of working in the yard. Didn`t open the laptop once, and I`m thankful."
f150c43b3d,poor bella is in the ER with her first and second ear infection since both ears are infected. Her screams were blood curdling!
621c69efa4, have fun ! bbq is good ! no matter where it is
fe89ee6890, do I discern a request for Hulu support? excellent idea!
73748884d8,", , , , i hope you all have a happy mothers day!"
29ff04c591, http://twitpic.com/4jam0 - Oh it`s so beautiful! I`m happy you had a great time! Heartz
1a09cbe62d,Photo: Thatï¿½s what you call HOPE.  http://tumblr.com/xww1phh33
89fb96289d, anytime. I aim to please.
b12a6d7892," Aha both same length, touche"
157b854d95, we watched the today show(: we didnt see you though
64b6c471a5, Oh very nice! I hope you have a wonderfully relaxing day!
121fabafd5,"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!"
3e50a6aa2a,planning for mothers day special for my beloved mother
d87b8e1979,everything is going wrong in my ' happy day'
11bd62fdf4,Having horrible nightmares not gonna go back to sleep
2f72905dbd,Its 1:11am and both my girls are still up! .. im so tired ..
e9f7e8c0a2,"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite"
07836035cd,damm i feel like the song of dead and gone by Travis Garland
2f3ee6608d,This is not fair... bath again....
e0b6147fcb,"_: '  Good evening, kind sir *bows*' ? http://blip.fm/~5z7zv"
01d5aeeac2, I don`t like the term 'partner' when it comes to relationships. It`s too business like so that`s my ugly word of the day
2a86a6d18e, http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O
4892828dd2,_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad
41b9aed9db,Last day to sign up for GoCincinnati! www.crossroads.net/gocincinnati you can sign up with my group.. its going to be AWESOME
2ca2b275ba, anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet
288561a8a8, they`re at the bottom of the thing and aren`t moving at all. feels bad man.
7c57e06c07,Was quite amusing watching Pangaea sing 'F*** Killah Priest!' I guess he won`t be featuring on their album
52a53e45f3,wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes
9624b0b500,Layin in bed awake. Txtin my girl in vegas. Wishin I didn`t have to work and I was w her
b405b0f16a,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed
ad9861c440,"hey life, i love you!   (translation: i love life!)"
12456985b1,At work sick  but I`m ok to the mall!
e1567b34aa,`Look at the tadpole`... `No! ... Look at me!!!` ... Foolish dog  http://yfrog.com/05ixbj
c7b8023dbc, not but I went to his page and it made me hungry
86263c8ddd, I even saw the news feeds of the archie website. But can`t believe he`d choose veronica. I`m disappointed
db96a9611e,"Made my first Skype to landline call.  Good call quality, quite impressed"
7abffbad91, (blinks fast) its better now ... Lol thanks :-*
97e86cfd26, that`s sad  what kind of mess are you getting into this weekend?
d3e6d94552,really hates delayed trains especially 44 minute delayed trains. Now going to be late for work
d7a6c26e66,Thank you for the advice   I`ll work on that when Im not at work.
cb100a2434,trying to finish moving stuff for tonight don`t feel good!!!!!
d3c17bff45," Problem is, Flash isnt GPU accelerated.  The Atom 330 can`t play Youtube HD or Hulu HD fullscreen   Big deal with Plex..."
e1c1065e9c,Ahhh I`m engulfed in shooooes. Who told me to buy so maany **** shoes
5af375af34, ****. I always forget you are on here
0f38216066," Good to see you hear as well, Andy!"
2b15b814b6,"_oliver No Happy Mums day for the Mums, only the guys????"
34eb887ee0,I still can`t believe the Matt McCoy interview got 255 views!! Twitter truly is....AWESOME!
7fda3b5218,Happy #juddday everyone!
b0d1361181,Oh ****!  I forgot to eat! Grumble grumble.
8c45a9fb79,My dad just told me that he wants to put me up for sale on craigslist
5185f9a7aa,_Guy Just like me )))) No i must confess one dark side of me is that i can be sometimes stubborn + iï¿½m a little morning grouch
b6f135b56b,I`m really full and I feel sick
ad00efb264,"i hate working, especially when the weather is good"
7903cc6c73, Thanks for tweeting a very useful set of refs - I`m in the middle of adding them to a chapter I`m editing
59694a5c20,"hillsong tom. night, and dad`s birthday! i wish i could see him on his bday though."
41780fcc9c,I ate to much lunch...now I don`t want to work
04f7a0b0f0,"Over-thought tying my shoe, couldn`t figure it out for a while"
e12555fdc2,"Assfuck, 'I`m sorry' roll. Okay I gave in.  I`m such a sucker.  http://twitpic.com/677xt"
96a05c5a56,"For every kiss you give me, I`ll give you three -"
c7e9aae934,"Had a great day: beach, BBQ with old friends (it`s crazy that I`m old enough to have `old` friends!), & learned how to play texas holdem"
2139382b23,Happy Mother`s Day ~ and for single dads who plays both mom and dad role enjoy your day too
46e0b00683,I had fun this summer
5c4a6118f2,Anotha day of work  not lookin forward i hate closin fri
d55e51e012,my favourite song tonight is cheer it on by Tokyo Police Club
154f2174b3," Aww, thanks!"
f6c8408921,gaahhhh! i want my #comet09 stream back...
f65197721b,"And they are so censoring over at nin.com, nobody can really speculate about these things are disagree with anything"
b03b093758,"Aw man, Half Term isn`t long enough    lol!"
6fe5e54415,I seriously need to find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.
7acea31723,http://twitpic.com/4qfl3 - haha^^ I love it
f4fef232da,Is looking forward to a yummy dinner with mizz Kate jones this evening!
3dc3fa8cbd,proud of the ceviche and bellinis turning out so well and LOVING the smell of fresh flowers in the house
e11142577b,Its time for me to pack up at work now and have not had much time for twitter!  Thank you for any follow fridays. Be back later!
5663be2fbc,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&revision suck!
2abb20e253," factory ng Elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!"
f5dd093435, !!! It`s fantastic!
32f1ca1440,just met Sarah Kelly... wow... she is an amazing woman of God!  and she gave me a free t-shirt!  gotta love free merch
c0d627d76d,"I have to say, I find it very hard selling on etsy.... sometimes discouraging"
36c471e4a7,Doing uni work all weekend. Fun times
f3a805366c,**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room
e05cbce34f, Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways 
449a9f66b7,"Shooould be sleeping already, but got caught up watching some late night `Roseanne`. Officially off to bed after the next episode!"
6be832d308,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!"
2af2161c59,Number 999. My next tweet must be something really special.
20a267d9ee,"Mmmmmmm. I love Espresso......the app, that is. I guess the real thing helps me work efficiently too"
148bc56baf,_benson loved the #MacarAMBER!!!
18bb683c37, thats great I`ll make sure I get a copy
f8ec98a9ed,Just uploading photos from the cell...nothin like true candid-ness!
20ead9e017," Fine thanks, not long now till Christmas....I`m excited"
0b41bb0441, thanx for showin luv
818996ad8d,So my life has come down to nothing more then making choices ill only regret later
46f1ba10a6,95 degrees and a crappy a/c
d5ac334daa, Awww mate. that`s such a shitter
a982f09778,Whaaaat a strong rain just came over us here in Santa Clara. I wish I could sleep but I got to attend to an important meeting
f67aae2310, Yay good for both of you. Enjoy the break - you probably need it after such hectic weekend  Take care hun xxxx
3f2395f676, that sucks mama
1ba2e48c3c," it was a lonely battle, my friend, but you fought valiantly!"
c9819b6c74,"_Cullen10 That`s so nice to hear  i love you, you`re my best friend and my sister *hug u*"
adefff8302,i`m sickk  ... tomorrow will be a disaster if i don`t get better.
a5e247423b," no worries, good news are good to spread"
70dbe6a192,"*sigh* my  USB died on my this afternoon. R.I.P, you will be missed! I hadn`t even had the chance to parade you around yet"
545ae70510, Loads of Beard papas have disappeared in the UK too
1795d33bc6,arriving at itexa. Lots of mails to read and some work to do  thanks god weekend is just here
492959359d,_navarro I wish this area offered chinese food delivery
93de1656ca, omg! I dont blame you! hope you didnt hurt him too bad
103c6d1b10,Finally. Deleted her number from my phone contacts  #heartbreak
286ebd4c5c,  and I luh you tooooo
e910f7c797, it drained my energy
d1cd50d21b, Hey im a fan from New Zealand. Loving the show even tho we are soooo behind in the episodes! haha. Keep up the good work
e9928f28d1,": what a cute pic of the girls, and so vibrant.  I didn`t get anything cpeven close."
f9182af73a, 2ND BREAKFAST !? I want more food =/ LOL. Tweet me what breakfast you`re having  LOOOOOOLDING`
5f132226ae,It`s going to be a good week
3e31964314, Hope you feel better soon.
f0ebf79016,"Almost fell asleep under the hair dryer  so tired, feel like I`m going to puke"
62ffba26c3,_Kay2 welcome to Twitter babes! I know what you mean...still trying to figure this out
e409c6bca9,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
eaa775354f,"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?"
919fba19dc,Mother`s Day is THIS Sunday.... don`t forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg
7c55adcb6a, oops too late
fada4f1204, nice to have you back
91f408f6f0,Off work in half an hour. Getting an MRI after that. Yay me
bcde062aac,"Watching 'All the Kings Men', It be pretty good so far!"
e398796286, I don`t like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
02fe57032f,I`m going to see sweeney todd on stage with my best friend for her bday today (I know I`m going to be the one who sings along!!)
0bc3d2ce9f,"Im feeling so nostalgic. Im sad. But happy. I don`t now how to feel. It`s over, but not at the same time. It just feels over.  i love you."
2295b8227e,is highly amused I wasn`t treated nicely like any other patient..not my fault my life is better than yours.
060d3914fa,"Whoops! Start Trek,...not Start! Duh."
413de9fc40,sweaty and tired from the 6 lap run.  gonna do sun run next year no matter what.
b4139f5891," why do u feel ****? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts"
f2566dfbb1,Felt one tooth without the braces bracket. I got soooo hype
a6efc31fe8,studying out of spite. whatever.. Wonderful unforgettable weekend with DC
f87e6f6f93, very heart-warming indeed. I`ll be looking forward to that day
de6e157ccf, doesnt work already
7223003443, chillin wassup ma?? ayo in cali my day just started idk where u r but u have a gud day YA diggg
54c7bed2cb,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day
b1fd9116e3," Like your pics, Lucky Girl, again"
d775b40b61, thats the crazy part - was for 16:30. but reasons include 'full schedule' & 'travelling with his daughter'... So. Not. Cool
54d11506cc, haha okay you were talking about middle college grad I think and I got worried
e097197764,"HAPPY MOTHER DAY FOR ALL THE STRONG HARD WORKING MOTHERS, MAY GOD BLESS YOU AND YOUR FAMILY"
cba905da5f," thanks for the follow, your family photo is beautiful  happy mother`s day to your wife!"
15e9a33cdd, Happy Mothers Day! i hope tom got you something special! enjoy day!  xo
94b47653da,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!
0a2c769873,Greg Pritchard was robbed  ii am too gutted for words
c8e658737f,"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft"
7a41c66002,oasis or ribena? toughest decision everrr
0ca701d490, *happy to help*
fc16472bdf,Sick kid trumps advance planning.  Bummer
81e29d1a0b, aww I miss driving down elmwood
b867858e93," yeah - stomach bug or something. Fever, etc. Not fun."
03ad8abb99, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!
cc4c1ddb8b,"to  and , thanks for following me."
508435b32d, thanks will try to behave
3592d43e3d,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!
74cf5ab632, lmao boss ross don`t come on out here  I love that man he was the truth
fd46b0b0ad,My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental
68cbeb3bc0,Tired beyond reason. I would rather be just about anything else other then tired
c33f6f7215,_benson  Woohoo! Well Done! I started Macarena-ing too
e2d82b16c7, They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.
0d5d742d4d,_ftw awh i`m sorry  i`m probably going to do the same thing haha.
c6cf9979f5, would love to hear all of this from a Nokia perspective...
35f7411ccf,  Beer is an excellent excuse. Earlier i was sweating god knows how much! Not looking forward to working tomorrow
9495d07918,i cant sleep ughh n i have registration tomorrow at 11 this suxs   *Shooting Star*
cd89899831, peter!! follow me!! oh and have fun in europe!
bcf1767c4a, whaaaat what about your house? You`ve been working so hard on it!
7c2b6982d1,can`t go to bed  An am sooooo tired!!!
ff86f90958,Ow it hurts
d31b1fafb0,o **** i just accidentally listened to rick ross
e17dc861e8,"Goood Dayy  Beeen shopping, didn`t get what I wanted though  But my best friend has comeeee homeeee!! XD Ily Shannii x"
187ab88e86,I am sooooooo bored in textiles !
73ac06ca63,eating truffles  yum!
464eafe267,How to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  NY
65fbf2fd60,<--has no internet for the weekend
a72de1b056, Kennedy was re-injured at RAW on Monday. He`s got s serious muscle issue in his back and a broken wrist.
2e7ff170ed," Lara, thank you so much 4 the #FF recommend!"
02623eac4c," hahah yeah, i had the same problem. Tomorrow there is a bday dinner for Terry at 7:30 so i don`t think we`ll see the fight"
e52dc9247e,Im so full. Subway was bomb! Waiting for my 2nd shift to start
53d393c732,"_Colossus Lol, cheers `mate`. Yeah it went well thanks"
4ca1ff1c20,I hope I`m doing something right. Had an influx of reviews on a 1 year old fan fic telling me they love my style of writing for HP.
1f0f9c4a91, ok  thank you
20ec7c7c32,I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!
59cb0c3a14, I only do computers. Am hopeless at everything else
54b5b970f4, You`re very welcome
1fbb8663c5,Good nite everybody!  <:Baby Boy:>
e4ad1b35d2, july... too long
e2ce9941e2,he`s pretty cute.
8344e1be1c,On her way home from prom  so fun!
02ea061b1d, Scary!
bee90135a1," really good, but it`s definitely not a 12`s. So many people getting burned alive"
51a6cbb388,I think I`m about to break my own heart. (as emo as that sounds)... meh.
0e659fcc77, http://twitpic.com/4fnaa - haha love you two girl
2c8eff1781,Kill me now I`m so sick    n it`s Friday night!!
68036f7944, Nice musli bars!
352b05a450," i miss you too; i need to talk to you, i keep screwing up ..  lovee u !"
69c690e2a2,feeling lonely
009a952227,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.
8c5bb48dcd,I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!
6d60edd70e,gonna get a tan. i am so white
8d502d49aa,_Ky_Monkey Hope u have an amazing day today Monkey! U deserve it!  No cheating on DEW & looking at THE PICTURE! lol Happy Bday! <3
adf8edce59,"Is finally home, fed and ready to go to bed and its only 2:45am.  That`s gotta be a record"
24da360bf4," hope you have a great weekend,Paris"
2f4f43853a," What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!"
556565a143,bored bored bored. nothing to do today besides work at 5
fac4f75f45,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y
958adfa14f," loll , of course me tooo  & i love their new song toooo ?"
330c8475d1," Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!"
c4f56b7a27,"Love song for the night, 'Then' by Brad Paisley.  Happy Mother`s Day   Love & Light ~ Joy"
2a92889496, this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??
f16837f474,i wish i was in cali wit mari nd lupita seeing vfc  not fair
80d44a3aa2,Beautiful morning here in the mountains
cd382d5712,jerk josh! didn`t even come meet me  - im thinking of a number guess ?
3daf69accb, what about me  I miss you too!
6353181ff8,"Once again, I`m dealing with cancer in my direct family. Bugger  Cancel sucks!"
22b097900d,Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant
fd6ebd68f6,I would Join you shopping but i have work all weekend  six degrees of seperation is confsuing
1d02e9bff4," I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY **** UP, Christ"
2f097d7e8c, Maddie starts working? WATCH OUT WORLD!
560534f337,"already knows 3 dishes: Torta, Hotdog, & Itlog. Hurrah for me!"
9d99a1e28d,mcfonalds roulette i i lose. they forgot mygrilled snack wrap
38db02cf34,Happy Mother`s Day 
cac8586e77,"specially when you`re already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
9e41311da9, thanks..
47e52eeeda, nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you
7bc18718f8,This day is fkn UGLY & it matches my mood  unfortunatly. Time 2 blast off 2 the moon
6320858c66,unhappy about the news that the planned (experimental) ITER fusion reactor will become much delayed... 2025
6865f38967,SUPER BUENO FTW!!! I am so proud of you guys.
3312d3de45,Feeling madly sorry for myself... - ï¿½Iï¿½M SECK D= Make me feel better  I should be going to a fashion show... http://tumblr.com/xz31werch
34fd7dd015,Man tha mojitos from earlier got me feelin type funny. Hope I don`t get sick  http://myloc.me/20DD
e586cda4d8,Friday night has gone too quickly   My bottle`s gone for tomorrow.. come on Everton
f564af8976,Twitter is slow!
f66c71e6f0,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  
03d09e69c8," congrats, dreps! and good luck sa interview!"
428baa3d14,my eyes hurts..
ac9905e1cb,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL ****.
1a0531e6d2,I hate going to work on nights that I`m in micro.   At least I get to work with !
d9a9c8f8e9,last day of school  so sad
9012a7d74e,Cough drops taste gross...blaaaqhhh
195d784f72, ahh i love u! u got a twitterrr
297e022449,HAPPY MOTHER`S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...
eb7fc3c46f, What software do you use to design sites? I`m a CS student and currently I hard code everything. It`s not the fastest way...
f985c4e491,i miss my boo  on another note im soready for this game to come on tonight...fox grill anyone???!!
a4b7684c38,you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight
bffa3ddd61,i miss you bby      wish you were going tomorrow to make me do good.
6af5593546,Happy Star Wars Day!!! May The 4th Be With You!
e8693f9516,I will not be late.  I will not be late.  I will not be late.
f2d0709994, haha  Thanks!
045afd9545,honestly i cannot figure this twitter thing out
326b8515f4,On the way to have Griffin`s staples removed from his head!  Should be fun
ef5c7bb3fa," unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always"
8708ae64b8, ugly. What programmes do you have open?
2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes"
4fa93484ca, Thx for FF  #followfriday
ad3df29d58,_conrad you take such good photos.
04e249dcf5,omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....
7d8e095712,ugh back in reno
47a5d5eccd, http://twitpic.com/4jg09 - haha she looks a little like u charlie lol
f4df0a8b35,Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls
abf08a0cff," SAME. its just not happening, and im going out too!. UH-OH."
3ba3765073, It`s a lie just like the restaraunt named 'Garfields'... he is nowhere to be found
e2f0cd4a0e,Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst
f70185f2a9,I`m my mom`s company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms
3d11d1f2f2, I gave him your kiss. Being a flirt of course he liked them
48dfd91acb, yearling in pet home died... very sad for their whole family
928305a544,"it gets worse every year and 2010/2011 will be the worst. oh, and 6 months today!"
c1b06a72df, haha you would do that =P that`s cute. nobody ever comes to visit me  god **** lake geneva and how far it is from civilizati ...
f5f75739a5,Ahh! my right kidney hurts soooo bad!!! Ooommmmggggg!!!!
4555ab6592,_Milano Good Morning Alyssa!! Hope u have a great wonderful day today   im happy cuz today is my last day of classes!! Yay!!
89cd7f2945," 'arrest her' or, anything ending in -est that can be done to her."
573f73867d,I miss the old healthy me and I am loosing faith that I ever will be again
2a9874434e,Wishing all the Mom`s in the world a VERY HAPPY AND RELAXING MOTHERS DAY. May you get to spend the day with your feet up being pampered
b4e7391d34,"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder"
a168d9d822, ugh... I know the economy is depressing...
8324deb046,Getting rather annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before
54539fe355,LUCY IS HATING ON MY GWEG!
0720c6dc0e,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.
2a30f76a65,Sunburn is not as fun as I remember
f7b4819d97,"had a great shot yesterday, editing pics now"
